"disease","state","year","weeks_reporting","count","population","raw_rate","rate"
"Measles","Idaho",2001,45,2,1326846,0.150733393325224,0.174180810064703
"Measles","Idaho",2002,1,0,1358034,0,0
"Measles","Illinois",1928,52,7444,7452677,99.8835720372693,99.8835720372693
"Measles","Illinois",1929,52,38503,7549407,510.013567953086,510.013567953086
"Measles","Illinois",1930,52,16517,7630654,216.455889626237,216.455889626237
"Measles","Illinois",1931,52,39738,7694112,516.472856126867,516.472856126867
"Measles","Illinois",1932,52,16113,7741450,208.139302068734,208.139302068734
"Measles","Illinois",1933,52,12092,7775489,155.514334854052,155.514334854052
"Measles","Illinois",1934,52,44676,7799181,572.829377853905,572.829377853905
"Measles","Illinois",1935,52,58229,7815568,745.038620353633,745.038620353633
"Measles","Illinois",1936,50,1207,7827746,15.4195090131949,16.0362893737227
"Measles","Illinois",1937,50,11545,7838842,147.279406830754,153.170583103984
"Measles","Illinois",1938,52,90081,7852004,1147.23578846878,1147.23578846878
"Measles","Illinois",1939,50,7900,7870402,100.376067194535,104.391109882316
"Measles","Illinois",1940,48,6658,7897241,84.3079247549872,91.3335851512362
"Measles","Illinois",1941,48,49021,7935138,617.771234728369,669.252170955733
"Measles","Illinois",1942,50,10693,7984156,133.927743896788,139.284853652659
"Measles","Illinois",1943,47,25494,8043736,316.94227657397,350.659540039286
"Measles","Illinois",1944,47,18513,8113342,228.179706956763,252.454143867057
"Measles","Illinois",1945,48,7850,8192452,95.8199083741961,103.804900738712
"Measles","Illinois",1946,52,24314,8280545,293.628016030346,293.628016030346
"Measles","Illinois",1947,50,7630,8377103,91.0816066126918,94.7248708771994
"Measles","Illinois",1948,44,36515,8481594,430.52048942687,508.796942049937
"Measles","Illinois",1949,52,5715,8593475,66.5039463081,66.5039463081
"Measles","Illinois",1950,51,17507,8712176,200.948649338581,204.888818933455
"Measles","Illinois",1951,49,16494,8837066,186.645658185647,198.072943380686
"Measles","Illinois",1952,48,26386,8967327,294.245988799115,318.766487865708
"Measles","Illinois",1953,49,15746,9102054,172.993919833919,183.585384313547
"Measles","Illinois",1954,52,33190,9240284,359.188094218749,359.188094218749
"Measles","Illinois",1955,49,13649,9380993,145.496324323022,154.404262546881
"Measles","Illinois",1956,52,42124,9523089,442.335464889596,442.335464889596
"Measles","Illinois",1957,50,9692,9665415,100.275052855982,104.286054970221
"Measles","Illinois",1958,50,23045,9806743,234.991372772795,244.391027683707
"Measles","Illinois",1959,48,9611,9945778,96.6339687051129,104.686799430539
"Measles","Illinois",1960,52,22656,10081158,224.736086866211,224.736086866211
"Measles","Illinois",1961,51,16108,10211657,157.741295070917,160.834261640935
"Measles","Illinois",1962,51,16795,10336802,162.477717963448,165.663555570574
"Measles","Illinois",1963,48,10247,10456318,97.9981672324809,106.164681168521
"Measles","Illinois",1964,51,15801,10569938,149.489997008497,152.421173420428
"Measles","Illinois",1965,52,4565,10677402,42.7538459261907,42.7538459261907
"Measles","Illinois",1966,51,11521,10778459,106.889120235091,108.98498533774
"Measles","Illinois",1967,52,1306,10872870,12.0115480089434,12.0115480089434
"Measles","Illinois",1968,52,1483,10960403,13.5305243794412,13.5305243794412
"Measles","Illinois",1969,51,1120,11040840,10.1441556982983,10.3430607119904
"Measles","Illinois",1970,51,3293,11113976,29.6293603657233,30.2103282160316
"Measles","Illinois",1971,51,3268,11179635,29.2317235759486,29.8048946264574
"Measles","Illinois",1972,50,4524,11237725,40.2572584753587,41.867548814373
"Measles","Illinois",1973,51,2195,11288189,19.4451031959157,19.8263797291689
"Measles","Illinois",1974,50,2118,11330985,18.6921084089336,19.4397927452909
"Measles","Illinois",1975,52,1867,11366089,16.4260547317551,16.4260547317551
"Measles","Illinois",1976,52,2032,11393493,17.8347412861008,17.8347412861008
"Measles","Illinois",1977,49,1889,11413206,16.5510024089638,17.5643290870636
"Measles","Illinois",1978,50,792,11425251,6.93201401002044,7.20929457042125
"Measles","Illinois",1979,52,1317,11429670,11.5226423860006,11.5226423860006
"Measles","Illinois",1980,49,339,11426518,2.96678305674572,3.14842283573015
"Measles","Illinois",1981,41,28,11416303,0.245263287072882,0.311065632385118
"Measles","Illinois",1982,46,25,11401293,0.219273375396983,0.247874250448764
"Measles","Illinois",1983,41,195,11384186,1.7129024420367,2.17246163380264
"Measles","Illinois",1984,51,153,11367670,1.34592225143763,1.37231288381876
"Measles","Illinois",1985,44,274,11354416,2.41315801710982,2.8519140202207
"Measles","Illinois",1986,45,414,11347084,3.64851445534377,4.21606114839724
"Measles","Illinois",1987,49,187,11348335,1.64781882099885,1.74870568759062
"Measles","Illinois",1988,42,51,11360847,0.448910191291195,0.555793570170051
"Measles","Illinois",1989,44,2551,11387340,22.4020710719097,26.475174903166
"Measles","Illinois",1990,43,1037,11430602,9.07213810786168,10.9709577118327
"Measles","Illinois",1991,34,6,11492528,0.0522078345164789,0.0798472763193206
"Measles","Illinois",1992,29,9,11571098,0.0777799997891298,0.139467585828784
"Measles","Illinois",1993,28,4,11663291,0.0342956374834513,0.0636918981835524
"Measles","Illinois",1994,31,18,11766036,0.152982703775511,0.256616148268599
"Measles","Illinois",1995,25,5,11876178,0.0421010867300911,0.0875702603985895
"Measles","Illinois",1996,33,2,11990458,0.0166799299909978,0.0262835260464208
"Measles","Illinois",1997,43,9,12105488,0.0743464451825486,0.0899073290579658
"Measles","Illinois",1998,6,1,12217753,0.00818481106959684,0.0709350292698393
"Measles","Illinois",2000,30,4,12419293,0.0322079525782989,0.0558271178023848
"Measles","Illinois",2001,42,1,12501805,0.0079988449667868,0.00990333186364079
"Measles","Indiana",1928,52,8470,3186733,265.789446433071,265.789446433071
"Measles","Indiana",1929,52,10391,3214048,323.299465347126,323.299465347126
"Measles","Indiana",1930,52,3915,3238503,120.889188615851,120.889188615851
"Measles","Indiana",1931,52,17628,3259742,540.778994165796,540.778994165796
"Measles","Indiana",1932,52,2914,3278298,88.8875874005353,88.8875874005353
"Measles","Indiana",1933,51,3570,3294954,108.347491345858,110.471951960483
"Measles","Indiana",1934,51,20943,3310510,632.621559820088,645.025904130286
"Measles","Indiana",1935,50,9967,3325785,299.688644936459,311.676190733917
"Measles","Indiana",1936,49,706,3341613,21.1275213497194,22.4210430650084
"Measles","Indiana",1937,50,7088,3358847,211.024795115705,219.465786920333
"Measles","Indiana",1938,51,17718,3378355,524.45642923849,534.739888635323
"Measles","Indiana",1939,50,2036,3401030,59.8642176046668,62.2587863088535
"Measles","Indiana",1940,48,577,3427796,16.832973724224,18.235721534576
"Measles","Indiana",1941,48,13292,3459410,384.227368250655,416.246315604877
"Measles","Indiana",1942,50,3333,3495849,95.3416466214645,99.1553124863231
"Measles","Indiana",1943,47,9073,3536893,256.524582451321,283.81443164827
"Measles","Indiana",1944,47,5130,3582324,143.203127355315,158.43750260588
"Measles","Indiana",1945,48,1148,3631924,31.6085909286648,34.2426401727202
"Measles","Indiana",1946,50,10848,3685467,294.345329913414,306.119143109951
"Measles","Indiana",1947,50,2303,3742722,61.5327561063846,63.99406635064
"Measles","Indiana",1948,42,14213,3803443,373.687735033758,462.66100527989
"Measles","Indiana",1949,52,3964,3867370,102.498597237916,102.498597237916
"Measles","Indiana",1950,48,6721,3934224,170.83419754442,185.070380673122
"Measles","Indiana",1951,49,4178,4003687,104.353811873905,110.742820764144
"Measles","Indiana",1952,49,7434,4075338,182.414317536361,193.582541058996
"Measles","Indiana",1953,49,6799,4148704,163.882504030174,173.916126725899
"Measles","Indiana",1954,51,22049,4223276,522.082857004846,532.319775769647
"Measles","Indiana",1955,48,3769,4298504,87.6816678546769,94.9884735092333
"Measles","Indiana",1956,50,16415,4373800,375.302940235036,390.315057844437
"Measles","Indiana",1957,50,8167,4448536,183.588488437544,190.932027975046
"Measles","Indiana",1958,50,18173,4522042,401.875966654003,417.951005320163
"Measles","Indiana",1959,46,4595,4593610,100.030259425593,113.077684568062
"Measles","Indiana",1960,52,10427,4662498,223.635484669377,223.635484669377
"Measles","Indiana",1961,47,5898,4728084,124.743976629857,138.014612441544
"Measles","Indiana",1962,51,7661,4790361,159.925316693251,163.061107216648
"Measles","Indiana",1963,47,5871,4849495,121.064152040573,133.943317151273
"Measles","Indiana",1964,51,22281,4905674,454.188354138494,463.094008141209
"Measles","Indiana",1965,52,2366,4959108,47.7101930427811,47.7101930427811
"Measles","Indiana",1966,51,5817,5010025,116.107205053867,118.383816917668
"Measles","Indiana",1967,52,678,5058670,13.4027323387373,13.4027323387373
"Measles","Indiana",1968,52,789,5105306,15.4545094848379,15.4545094848379
"Measles","Indiana",1969,51,540,5150209,10.4850113849749,10.6905998435038
"Measles","Indiana",1970,50,287,5193669,5.52595862385531,5.74699696880953
"Measles","Indiana",1971,50,3086,5235867,58.9396178321566,61.2972025454428
"Measles","Indiana",1972,50,1271,5276492,24.0879736006422,25.0514925446679
"Measles","Indiana",1973,49,712,5315101,13.3957943602577,14.2159450353755
"Measles","Indiana",1974,50,258,5351242,4.82131064152957,5.01416306719076
"Measles","Indiana",1975,52,519,5384454,9.63886031898499,9.63886031898499
"Measles","Indiana",1976,52,4337,5414271,80.1031200691654,80.1031200691654
"Measles","Indiana",1977,48,3894,5440224,71.5779350262048,77.5427629450552
"Measles","Indiana",1978,48,219,5461843,4.00963557539094,4.34377187334019
"Measles","Indiana",1979,50,200,5478663,3.65052568482493,3.79654671221793
"Measles","Indiana",1980,47,110,5490224,2.00356123903141,2.21670605169433
"Measles","Indiana",1981,38,18,5496400,0.32748708245397,0.448140218094906
"Measles","Indiana",1982,49,3,5498364,0.0545616841664175,0.0579021954419124
"Measles","Indiana",1983,40,371,5497626,6.74836738621361,8.7728776020777
"Measles","Indiana",1984,42,2,5495700,0.0363920883599905,0.0450568713028454
"Measles","Indiana",1985,21,3,5494100,0.0546040297773976,0.135209978496413
"Measles","Indiana",1986,24,38,5494338,0.691621083377106,1.49851234731706
"Measles","Indiana",1988,33,57,5506395,1.03516002756795,1.63116125556161
"Measles","Indiana",1989,35,112,5521279,2.02851549432659,3.01379444871379
"Measles","Indiana",1990,44,249,5544159,4.49121318490325,5.3077974003402
"Measles","Indiana",1991,16,5,5576176,0.0896671841060971,0.291418348344816
"Measles","Indiana",1992,37,12,5616545,0.213654479755793,0.300271160737871
"Measles","Indiana",1993,14,1,5663995,0.0176553828172518,0.0655771361783637
"Measles","Indiana",1994,5,1,5717236,0.0174909694124923,0.18190608188992
"Measles","Indiana",1998,31,2,5960880,0.0335520929795601,0.056280930159262
"Measles","Indiana",1999,30,1,6022172,0.0166053045313219,0.0287825278542913
"Measles","Indiana",2001,38,2,6134497,0.0326025100346451,0.0446139611000406
"Measles","Indiana",2002,18,1,6184258,0.0161700886347238,0.0467135893892022
"Measles","Iowa",1928,25,702,2464204,28.487901164027,59.2548344211762
"Measles","Iowa",1929,45,2041,2467316,82.7214673758854,95.589251189912
"Measles","Iowa",1930,44,9791,2470939,396.246123437284,468.290873153154
"Measles","Iowa",1931,50,851,2475431,34.3778517761149,35.7529658471595
"Measles","Iowa",1932,46,158,2480764,6.36900567728329,7.19974554823328
"Measles","Iowa",1933,38,824,2486809,33.1348326308936,45.3424025475387
"Measles","Iowa",1934,52,8694,2493441,348.674783161101,348.674783161101
"Measles","Iowa",1935,51,21849,2500531,873.774410315249,890.907241890058
"Measles","Iowa",1936,44,200,2507949,7.97464382250197,9.42457906295688
"Measles","Iowa",1937,48,269,2515565,10.6934227499588,11.5845413124553
"Measles","Iowa",1938,52,5571,2523247,220.786946343343,220.786946343343
"Measles","Iowa",1939,50,5273,2530859,208.348232754176,216.682162064343
"Measles","Iowa",1940,48,5399,2538268,212.704095863794,230.429437185777
"Measles","Iowa",1941,48,4930,2545385,193.683863148404,209.824185077438
"Measles","Iowa",1942,50,6217,2552320,243.582309428285,253.325601805416
"Measles","Iowa",1943,47,5668,2559236,221.472345653156,245.033233488598
"Measles","Iowa",1944,47,4635,2566296,180.610498555116,199.824381380128
"Measles","Iowa",1945,48,1417,2573664,55.0576920685839,59.6458330742993
"Measles","Iowa",1946,52,3960,2581508,153.39871114093,153.39871114093
"Measles","Iowa",1947,50,4464,2589998,172.355345448143,179.249559266069
"Measles","Iowa",1948,44,8958,2599304,344.630716530271,407.290846808502
"Measles","Iowa",1949,52,2243,2609603,85.951771208111,85.951771208111
"Measles","Iowa",1950,49,10486,2621073,400.065164152238,424.55894971258
"Measles","Iowa",1951,47,2716,2633815,103.120378614291,114.090631658365
"Measles","Iowa",1952,49,3177,2647609,119.995059693482,127.341696001246
"Measles","Iowa",1953,47,10879,2662146,408.655272851301,452.129238048248
"Measles","Iowa",1954,52,12530,2677114,468.04133107518,468.04133107518
"Measles","Iowa",1955,49,7679,2692192,285.232256837551,302.695456235768
"Measles","Iowa",1956,51,8309,2707053,306.93894799991,312.957358745006
"Measles","Iowa",1957,48,8984,2721362,330.128810500036,357.639544708373
"Measles","Iowa",1958,50,12560,2734778,459.269454412753,477.640232589263
"Measles","Iowa",1959,48,11468,2746954,417.480598510204,452.270648386055
"Measles","Iowa",1960,51,1764,2757537,63.9701298658912,65.2244461377714
"Measles","Iowa",1961,51,5306,2766298,191.808691616015,195.569646353584
"Measles","Iowa",1962,50,10825,2773508,390.299937840453,405.911935354071
"Measles","Iowa",1963,48,7693,2779567,276.769727083391,299.833871007007
"Measles","Iowa",1964,50,22512,2784882,808.364591390228,840.699175045837
"Measles","Iowa",1965,52,9309,2789863,333.67229860391,333.67229860391
"Measles","Iowa",1966,51,5453,2794925,195.103625320894,198.929186601696
"Measles","Iowa",1967,52,826,2800485,29.4948910635122,29.4948910635122
"Measles","Iowa",1968,52,183,2806962,6.51950400468549,6.51950400468549
"Measles","Iowa",1969,51,279,2814782,9.91195765782217,10.1063097687599
"Measles","Iowa",1970,44,894,2824376,31.6530093726898,37.4081019859061
"Measles","Iowa",1971,50,2712,2835986,95.6281166409143,99.4532413065509
"Measles","Iowa",1972,49,955,2849068,33.519733470735,35.5719620505759
"Measles","Iowa",1973,50,292,2862869,10.1995585547226,10.6075408969115
"Measles","Iowa",1974,47,133,2876625,4.6234736887846,5.11533259184679
"Measles","Iowa",1975,47,700,2889554,24.2251918462157,26.8023399149621
"Measles","Iowa",1976,50,42,2900863,1.44784500336624,1.50575880350089
"Measles","Iowa",1977,47,3611,2909749,124.100051241533,137.302184352335
"Measles","Iowa",1978,51,87,2915403,2.98415004718044,3.04266279320359
"Measles","Iowa",1979,47,16,2917020,0.54850498111086,0.606856574846058
"Measles","Iowa",1980,10,2,2913808,0.068638702344149,0.356921252189575
"Measles","Iowa",1981,38,1,2905328,0.0344195216512559,0.047100398049087
"Measles","Iowa",1986,28,141,2821962,4.99652369521631,9.279258291116
"Measles","Iowa",1989,31,12,2781765,0.431380796005414,0.72360649652521
"Measles","Iowa",1990,48,26,2776755,0.93634476214142,1.01437349231987
"Measles","Iowa",1991,38,16,2777459,0.576066109346709,0.788300991737601
"Measles","Iowa",1994,28,7,2807893,0.249297248862403,0.462980605030177
"Measles","Iowa",1996,4,0,2844102,0,0
"Measles","Iowa",1997,1,8,2864655,0.279265740551655,14.521818508686
"Measles","Iowa",1998,13,1,2885769,0.0346528083155651,0.13861123326226
"Measles","Iowa",2000,31,2,2926324,0.0683451319812844,0.114643447194412
"Measles","Kansas",1928,52,2533,1870614,135.410084603237,135.410084603237
"Measles","Kansas",1929,52,10370,1877675,552.278748984782,552.278748984782
"Measles","Kansas",1930,52,12555,1880999,667.464469678081,667.464469678081
"Measles","Kansas",1931,52,1758,1880090,93.5061619390561,93.5061619390561
"Measles","Kansas",1932,52,6150,1875485,327.915179273628,327.915179273628
"Measles","Kansas",1933,52,6289,1867988,336.672398323758,336.672398323758
"Measles","Kansas",1934,52,10066,1858410,541.645815508957,541.645815508957
"Measles","Kansas",1935,51,26190,1847551,1417.55220830169,1445.34734964094
"Measles","Kansas",1936,45,433,1836201,23.5812963831302,27.2494980427282
"Measles","Kansas",1937,50,782,1825129,42.8462864816679,44.5601379409346
"Measles","Kansas",1938,52,10745,1815086,591.982969402001,591.982969402001
"Measles","Kansas",1939,49,2889,1806811,159.894975180027,169.684463456355
"Measles","Kansas",1940,48,8059,1801028,447.466669035684,484.755558121991
"Measles","Kansas",1941,48,13494,1798323,750.365757430673,812.896237216562
"Measles","Kansas",1942,50,9423,1798726,523.870784099413,544.825615463389
"Measles","Kansas",1943,47,9840,1802144,546.016300584193,604.103141071873
"Measles","Kansas",1944,47,9814,1808496,542.660862949102,600.390741986241
"Measles","Kansas",1945,48,1662,1817717,91.433374942304,99.0528228541627
"Measles","Kansas",1946,52,11881,1829751,649.323323228133,649.323323228133
"Measles","Kansas",1947,50,892,1844556,48.3585209665632,50.2928618052258
"Measles","Kansas",1948,44,1103,1862098,59.234261569477,70.0041273093819
"Measles","Kansas",1949,51,16984,1882351,902.275930472053,919.96761538327
"Measles","Kansas",1950,50,1785,1905299,93.6860828667836,97.433526181455
"Measles","Kansas",1951,49,11158,1930840,577.883201093824,613.263805242426
"Measles","Kansas",1952,48,6454,1958508,329.536565589724,356.997946055535
"Measles","Kansas",1953,48,14973,1987719,753.275488134892,816.048445479467
"Measles","Kansas",1954,49,1355,2017855,67.1505137881562,71.2617697343699
"Measles","Kansas",1955,48,3046,2048260,148.711589349008,161.104221794759
"Measles","Kansas",1956,32,4254,2078237,204.692727537812,332.625682248945
"Measles","Kansas",1957,8,13,2107050,0.616976341330296,4.01034621864692
"Measles","Kansas",1958,6,71,2133924,3.32720378045329,28.8357660972618
"Measles","Kansas",1967,34,97,2234688,4.34065068591231,6.63864222551294
"Measles","Kansas",1968,50,21,2237660,0.938480376822216,0.976019591895105
"Measles","Kansas",1969,36,9,2241394,0.401535829934407,0.579996198794143
"Measles","Kansas",1970,48,76,2246578,3.38292282751812,3.66483306314463
"Measles","Kansas",1971,48,1409,2253740,62.5183029098299,67.728161485649
"Measles","Kansas",1972,42,39,2262744,1.7235710270362,2.13394508109244
"Measles","Kansas",1973,47,27,2273286,1.18770801386187,1.31405993023016
"Measles","Kansas",1974,42,188,2285058,8.22736228139505,10.1862580626796
"Measles","Kansas",1975,50,2147,2297751,93.4391933677757,97.1767611024867
"Measles","Kansas",1976,50,747,2311047,32.3230120374012,33.6159325188973
"Measles","Kansas",1977,46,1430,2324623,61.5153510913382,69.5390925380345
"Measles","Kansas",1978,48,105,2338147,4.49073561243155,4.86496358013418
"Measles","Kansas",1979,48,75,2351282,3.18974925168483,3.45556168932523
"Measles","Kansas",1980,44,74,2363679,3.13071275752757,3.69993325889621
"Measles","Kansas",1981,37,1,2375093,0.0421036144689913,0.0591726473618256
"Measles","Kansas",1982,33,44,2385703,1.84432010187354,2.90620137264921
"Measles","Kansas",1985,39,1,2415633,0.0413970168481719,0.0551960224642292
"Measles","Kansas",1986,48,99,2425980,4.08082506863206,4.4208938243514
"Measles","Kansas",1988,1,1,2449090,0.0408314925135458,2.12323761070438
"Measles","Kansas",1989,44,118,2462495,4.79188790231046,5.66314024818509
"Measles","Kansas",1990,37,235,2477574,9.48508500654269,13.3303897389249
"Measles","Kansas",1991,31,9,2494565,0.360784345166392,0.605186643504915
"Measles","Kansas",1992,38,2,2513287,0.0795770638212031,0.108894929439541
"Measles","Kansas",1994,30,1,2554748,0.0391428039086438,0.0678475267749826
"Measles","Kansas",1995,25,1,2576878,0.038806648976009,0.0807178298700986
"Measles","Kansas",1996,30,1,2599520,0.038468640364375,0.0666789766315833
"Measles","Kansas",2000,25,2,2688418,0.074393193320384,0.154737842106399
"Measles","Kansas",2001,3,1,2708510,0.0369206685594663,0.639958255030749
"Measles","Kentucky",1928,34,5551,2568579,216.111710015538,330.52379178847
"Measles","Kentucky",1929,25,1125,2591170,43.4166804956834,90.3066954310215
"Measles","Kentucky",1930,29,1841,2614589,70.4125963966038,126.257069400807
"Measles","Kentucky",1931,36,4801,2638800,181.938760042444,262.800431172418
"Measles","Kentucky",1932,35,1953,2663574,73.3225358109067,108.936338919061
"Measles","Kentucky",1933,34,1560,2688626,58.0222016747588,88.7398378555134
"Measles","Kentucky",1934,52,11501,2713661,423.818597827805,423.818597827805
"Measles","Kentucky",1935,52,14667,2738373,535.610013683308,535.610013683308
"Measles","Kentucky",1936,49,2205,2762444,79.8206226080963,84.7075995024695
"Measles","Kentucky",1937,47,6842,2785545,245.625182863677,271.755521466195
"Measles","Kentucky",1938,52,11021,2807341,392.577887759271,392.577887759271
"Measles","Kentucky",1939,51,2258,2827485,79.858955927264,81.4248178081907
"Measles","Kentucky",1940,48,2798,2845627,98.3263091051638,106.520168197261
"Measles","Kentucky",1941,48,17242,2861513,602.548372137397,652.76073648218
"Measles","Kentucky",1942,50,2353,2875307,81.8347397338788,85.108129323234
"Measles","Kentucky",1943,47,10337,2887282,358.018371603467,396.105432412346
"Measles","Kentucky",1944,47,2277,2897723,78.5789393948283,86.938401032576
"Measles","Kentucky",1945,49,1588,2906921,54.628247551275,57.972834136047
"Measles","Kentucky",1946,42,7445,2915173,255.387930664835,316.194580823129
"Measles","Kentucky",1947,44,845,2922781,28.9108215771212,34.1673345911433
"Measles","Kentucky",1948,43,3605,2930049,123.035485072093,148.787098226717
"Measles","Kentucky",1949,47,8393,2937287,285.739868116394,316.137726426649
"Measles","Kentucky",1950,49,4775,2944806,162.149900536742,172.077445467563
"Measles","Kentucky",1951,47,8558,2952855,289.821206933629,320.65325022444
"Measles","Kentucky",1952,47,10603,2961417,358.038060833716,396.127216241558
"Measles","Kentucky",1953,48,3907,2970408,131.530752677747,142.491648734225
"Measles","Kentucky",1954,51,29774,2979745,999.213019906066,1018.80543206109
"Measles","Kentucky",1955,49,2213,2989342,74.029669405508,78.5620981446207
"Measles","Kentucky",1956,50,17687,2999112,589.741230070768,613.330879273598
"Measles","Kentucky",1957,50,16331,3008967,542.744403644174,564.454179789941
"Measles","Kentucky",1958,48,18348,3018820,607.787148620984,658.436077672733
"Measles","Kentucky",1959,48,6647,3028580,219.475793936432,237.765443431135
"Measles","Kentucky",1960,49,10734,3038156,353.306413495555,374.937418403446
"Measles","Kentucky",1961,50,11259,3047567,369.442246880873,384.219936756107
"Measles","Kentucky",1962,52,6229,3057281,203.743129924923,203.743129924923
"Measles","Kentucky",1963,48,8819,3067882,287.462164450914,311.417344821824
"Measles","Kentucky",1964,50,15076,3079964,489.486240748268,509.065690378199
"Measles","Kentucky",1965,52,3802,3094131,122.877796706086,122.877796706086
"Measles","Kentucky",1966,51,4852,3111003,155.962562556192,159.020652018078
"Measles","Kentucky",1967,52,1486,3131216,47.4576011364275,47.4576011364275
"Measles","Kentucky",1968,49,141,3155434,4.4684819901161,4.74206252012321
"Measles","Kentucky",1969,49,71,3184352,2.22965300318558,2.36616237072755
"Measles","Kentucky",1970,51,1070,3218706,33.2431728775477,33.8949997967153
"Measles","Kentucky",1971,51,3717,3258930,114.055840413878,116.292229441601
"Measles","Kentucky",1972,49,485,3304064,14.6788924185488,15.5776001176436
"Measles","Kentucky",1973,51,422,3352745,12.586701344719,12.8334994103018
"Measles","Kentucky",1974,49,190,3403533,5.58243448792769,5.9242161912702
"Measles","Kentucky",1975,51,158,3454903,4.5732108831999,4.66288168483128
"Measles","Kentucky",1976,50,782,3505235,22.3094885221676,23.2018680630543
"Measles","Kentucky",1977,49,1192,3552815,33.5508603740977,35.604994682716
"Measles","Kentucky",1978,52,122,3595846,3.39280380750455,3.39280380750455
"Measles","Kentucky",1979,49,60,3632467,1.65176999543286,1.75289877066344
"Measles","Kentucky",1980,51,63,3660777,1.72094612701074,1.75469016871683
"Measles","Kentucky",1981,8,1,3679465,0.0271778641731882,0.176656117125723
"Measles","Kentucky",1982,48,2,3689649,0.054205698157196,0.0587228396702956
"Measles","Kentucky",1984,42,1,3691719,0.0270876521208684,0.0335370931020275
"Measles","Kentucky",1985,2,2,3687312,0.0542400534589967,1.41024138993391
"Measles","Kentucky",1986,1,3,3681766,0.0814826363218086,4.23709708873405
"Measles","Kentucky",1988,35,35,3674684,0.95246285122748,1.41508766468083
"Measles","Kentucky",1989,44,43,3676847,1.16948026393266,1.38211303919314
"Measles","Kentucky",1990,36,42,3685296,1.13966422235826,1.64618165451748
"Measles","Kentucky",1991,26,26,3701439,0.702429514575277,1.40485902915055
"Measles","Kentucky",1992,45,280,3724732,7.51731936686988,8.68668015727187
"Measles","Kentucky",1999,13,0,3999968,0,0
"Measles","Kentucky",2001,31,2,4080716,0.0490110068919278,0.0822120115606531
"Measles","Louisiana",1928,51,5373,2035349,263.984211061592,269.1603720628
"Measles","Louisiana",1929,46,1853,2068979,89.5610830269423,101.242963421761
"Measles","Louisiana",1930,48,1816,2101593,86.4106418321721,93.6115286515197
"Measles","Louisiana",1931,43,244,2132657,11.441127194856,13.8357817240119
"Measles","Louisiana",1932,48,1453,2162174,67.2008820751706,72.8009555814349
"Measles","Louisiana",1933,47,931,2190297,42.5056510601074,47.0275288324592
"Measles","Louisiana",1934,52,4866,2217195,219.46648806262,219.46648806262
"Measles","Louisiana",1935,52,2613,2243050,116.493167784936,116.493167784936
"Measles","Louisiana",1936,46,1296,2268057,57.1414210489419,64.5946498814126
"Measles","Louisiana",1937,38,468,2292421,20.4150982738336,27.9364502694566
"Measles","Louisiana",1938,50,1025,2316360,44.2504619316514,46.0204804089174
"Measles","Louisiana",1939,51,3667,2340100,156.702705012606,159.775307071677
"Measles","Louisiana",1940,48,1139,2363880,48.1834949320609,52.1987861763993
"Measles","Louisiana",1941,48,871,2387964,36.4745867190628,39.514135612318
"Measles","Louisiana",1942,50,3150,2412698,130.559232858816,135.781602173169
"Measles","Louisiana",1943,47,2731,2438462,111.99682422773,123.911379996638
"Measles","Louisiana",1944,47,2609,2465650,105.813882748971,117.070678786095
"Measles","Louisiana",1945,48,1002,2494676,40.165536526587,43.5126645704693
"Measles","Louisiana",1946,44,3230,2525975,127.871415987886,151.12076434932
"Measles","Louisiana",1947,46,1290,2560004,50.3905462647715,56.9632262123503
"Measles","Louisiana",1948,41,1496,2597251,57.5993617867507,73.0528490953911
"Measles","Louisiana",1949,47,1359,2638235,51.5117114282844,56.9916807291658
"Measles","Louisiana",1950,46,770,2683516,28.6936988637295,32.4363552372595
"Measles","Louisiana",1951,39,2180,2733470,79.7521099554778,106.336146607304
"Measles","Louisiana",1952,44,681,2787570,24.4298797877721,28.8716761128216
"Measles","Louisiana",1953,48,4469,2845012,157.08193849446,170.172100035665
"Measles","Louisiana",1954,45,3028,2904923,104.236842078086,120.451461956899
"Measles","Louisiana",1955,29,167,2966354,5.62980682683186,10.0948260343192
"Measles","Louisiana",1956,47,2112,3028269,69.7428134686846,77.162261710034
"Measles","Louisiana",1957,43,1080,3089545,34.9566036422839,42.273102079041
"Measles","Louisiana",1958,37,285,3148970,9.05057844310997,12.7197318659924
"Measles","Louisiana",1959,31,68,3205252,2.12151805848651,3.55867545294511
"Measles","Louisiana",1960,27,244,3257022,7.49150604447867,14.4280857152922
"Measles","Louisiana",1961,23,41,3303261,1.24119771341108,2.80618613466853
"Measles","Louisiana",1962,39,230,3344573,6.87681207735636,9.16908276980848
"Measles","Louisiana",1963,25,143,3382042,4.22821478858039,8.79468676024721
"Measles","Louisiana",1964,32,117,3416829,3.42422755133488,5.56436977091918
"Measles","Louisiana",1965,51,134,3450153,3.88388572912564,3.96004035126535
"Measles","Louisiana",1966,51,107,3483288,3.07181031255526,3.13204188731125
"Measles","Louisiana",1967,51,159,3517562,4.52017619021356,4.60880709590402
"Measles","Louisiana",1968,51,28,3554352,0.787766659014076,0.803213064092784
"Measles","Louisiana",1969,45,124,3595096,3.44914294360985,3.98567629039361
"Measles","Louisiana",1970,50,309,3641306,8.48596629890484,8.82540495086104
"Measles","Louisiana",1971,48,1587,3694057,42.9608963803212,46.5409710786812
"Measles","Louisiana",1972,48,123,3752362,3.27793533779523,3.55109661594484
